"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/CityofBrass_Enemies/Materials/Character_Substance_Invisible_Material.Character_Substance_Invisible_Material","0","28","0","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","0","1","0.000000","0","0"
"Globals","49","10300","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","6.087845","0","7"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","12","14","1","9.642675","0","14"
"","49","64","0","1","0.000000","65","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","8","8","1","5.599168","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","11","1","15.344862","0","11"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","19","21","1","13.040501","0","21"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","27","27","1","50.857029","0","27"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","8","8","1","2.686161","0","8"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","10","10","1","6.981994","0","10"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","2.442002","0","7"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","17","19","1","14.996869","0","19"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","11","11","1","7.163713","0","11"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","67","67","1","0.000000","0","67"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","6.055511","0","11"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","21.337303","0","24"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","8","1","1.988001","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","18.133873","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","6.889982","0","8"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","2.960078","0","8"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","8","1","7.791023","0","8"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","11","12","1","13.007679","0","12"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","42","45","1","37.465977","0","45"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","72","78","1","72.416008","0","78"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","42","45","1","0.455361","0","45"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","35.762264","0","16"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","21.797522","0","16"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","29.788387","0","22"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","17.036263","0","16"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","17","17","1","16.792322","0","17"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","993","1016","1","0.000000","0","1016"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","80","6","29.398232","0","80"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","72","78","1","64.695580","0","78"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","0.000000","0","92"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","0.000000","0","40"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","22.516142","0","45"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","12","1","4.219775","0","12"
"/ControlRig/M_Manip.M_Manip","49","11","12","1","10.075350","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","62","2","34.777702","0","62"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","2.241865","0","7"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","7","1","1.177515","0","7"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","23","1","4.766728","0","23"
"/Game/PA_UrbanCity/Materials/M_BaseGlass.M_BaseGlass","49","19","19","1","7.608795","0","19"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","4.221806","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","4.470177","0","7"
"/Game/PA_UrbanCity/Materials/M_SharpenPost-Process.M_SharpenPost-Process","49","7","7","1","3.528726","0","7"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","18","18","1","12.640989","0","18"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","7.678063","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","19.063869","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","19.446142","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","9.125958","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","7.716780","0","15"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","48.163158","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","50.928040","0","46"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","67","67","1","32.439522","0","0"
"/Game/CityofBrass_Enemies/Materials/Character_Substance_Invisible_Material.Character_Substance_Invisible_Material","49","37","41","1","16.718609","0","0"
"/Game/ParagonWraith/FX/Materials/Flares/M_Lensflare_TB_SoftGlow.M_Lensflare_TB_SoftGlow","49","20","20","1","0.000000","0","20"
"/Game/PA_UrbanCity/Materials/M_DecalBase_Graffiti.M_DecalBase_Graffiti","49","13","13","1","11.872562","0","13"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","2.662865","0","7"
"/Game/PA_UrbanCity/Materials/M_DecalWater.M_DecalWater","49","13","13","1","11.313279","0","13"
"/Game/CityofBrass_Enemies/Materials/Character_Substance_Layers_Material.Character_Substance_Layers_Material","49","37","41","1","26.337570","37","123"
"/Game/ParagonWraith/FX/Materials/Heroes/M_Wraith_Muzzle_Flash.M_Wraith_Muzzle_Flash","49","22","22","1","9.155165","0","22"
"/Game/ParagonWraith/FX/Materials/Smoke/DirectionalLit/M_ResidualMuzzleSmoke_Master.M_ResidualMuzzleSmoke_Master","49","38","38","1","0.000000","0","38"
"/Game/PA_UrbanCity/Materials/M_BaseFolliage.M_BaseFolliage","49","126","138","3","58.961021","0","138"
"/Game/ParagonWraith/FX/Materials/Tech/M_GlowPoint_CameraFacing.M_GlowPoint_CameraFacing","49","46","52","1","0.000000","0","52"
"/Game/PA_UrbanCity/Materials/M_BaseMaterials.M_BaseMaterials","49","168","186","3","17.825571","68","186"
"/Game/PA_UrbanCity/Materials/M_BaseMaterialsWithEmissive.M_BaseMaterialsWithEmissive","49","224","248","4","107.463303","60","248"
"/Game/ParagonWraith/FX/Materials/Smoke/Spline/M_Smoke_SplineMesh_Trail.M_Smoke_SplineMesh_Trail","49","34","37","1","0.000000","0","37"
"/Game/ParagonWraith/FX/Materials/Tech/M_Wraith_Tech_Holo_Flicker_Spline.M_Wraith_Tech_Holo_Flicker_Spline","49","37","42","1","0.000000","0","42"
"/Game/ParagonWraith/FX/Meshes/Splines/M_Spline_Preview.M_Spline_Preview","49","72","77","1","38.882927","0","77"
"/Game/ParagonWraith/FX/Materials/Tech/M_Hotdog_Spline_Laser.M_Hotdog_Spline_Laser","49","47","52","1","0.000000","0","52"
"/Game/ParagonWraith/FX/Materials/Tech/M_Wraith_Tech_Holo_Spline.M_Wraith_Tech_Holo_Spline","49","25","28","1","0.000000","0","28"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","343.832520","0","212"
"/Game/ParagonWraith/FX/Materials/HeatDistort/M_Shockwave_Refract.M_Shockwave_Refract","49","37","37","1","15.168308","0","37"
"/Game/PA_UrbanCity/Materials/M_Particle.M_Particle","49","29","29","1","13.182068","0","29"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Lowerbody.M_Wraith_Lowerbody","49","33","37","1","41.138855","33","111"
"/InterchangeAssets/gltf/M_Default.M_Default","49","164","182","6","158.759460","0","182"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","152.445312","0","182"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","137.003555","0","166"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","125.608559","0","54"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","140.916626","0","166"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Upperbody.M_Wraith_Upperbody","49","47","53","1","52.777863","94","265"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Backpack.M_Wraith_Backpack","49","33","37","1","41.001480","66","74"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Gun.M_Wraith_Gun","49","33","37","1","37.167679","33","111"
